date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-15,SP,Itanhaém,city,3,0,False,101816,3522109,2.94649,
2020-04-15,SP,Itapecerica da Serra,city,33,1,False,175693,3522208,18.78276,0.0303
2020-04-15,SP,Itapetininga,city,5,1,False,163901,3522307,3.05062,0.2
2020-04-15,SP,Itapeva,city,1,0,False,94354,3522406,1.05984,
2020-04-15,SP,Itapevi,city,27,5,False,237700,3522505,11.35886,0.1852
2020-04-15,SP,Itapira,city,7,0,False,74773,3522604,9.36167,
2020-04-15,SP,Itaquaquecetuba,city,37,0,False,370821,3523107,9.97786,
2020-04-15,SP,Itararé,city,1,0,False,50503,3523206,1.98008,
2020-04-15,SP,Itatiba,city,1,1,False,120858,3523404,0.82742,1.0
2020-04-15,SP,Itatinga,city,1,0,False,20697,3523503,4.83162,
2020-04-15,SP,Itu,city,3,0,False,173939,3523909,1.72474,
2020-04-15,SP,Itupeva,city,1,0,False,61252,3524006,1.6326,
2020-04-15,SP,Jaboticabal,city,7,2,False,77263,3524303,9.05996,0.2857
2020-04-15,SP,Jacareí,city,6,0,False,233662,3524402,2.56781,
2020-04-15,SP,Jaci,city,2,0,False,7067,3524501,28.30055,
2020-04-15,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-04-15,SP,Jales,city,2,0,False,49107,3524808,4.07274,
2020-04-15,SP,Jandira,city,8,1,False,124937,3525003,6.40323,0.125
2020-04-15,SP,Jardinópolis,city,3,0,False,44380,3525102,6.7598,
2020-04-15,SP,Jaú,city,3,0,False,150252,3525300,1.99665,
2020-04-15,SP,Joanópolis,city,1,0,False,13220,3525508,7.5643,
2020-04-15,SP,José Bonifácio,city,2,0,False,37015,3525706,5.40321,
2020-04-15,SP,Jundiaí,city,19,3,False,418962,3525904,4.53502,0.1579
2020-04-15,SP,Laranjal Paulista,city,4,2,False,28516,3526407,14.02721,0.5
2020-04-15,SP,Leme,city,3,2,False,103391,3526704,2.90161,0.6667
2020-04-15,SP,Lençóis Paulista,city,3,0,False,68432,3526803,4.38391,
2020-04-15,SP,Limeira,city,7,1,False,306114,3526902,2.28673,0.1429
2020-04-15,SP,Lins,city,1,1,False,78013,3527108,1.28184,1.0
2020-04-15,SP,Lorena,city,1,0,False,88706,3527207,1.12732,
2020-04-15,SP,Louveira,city,1,0,False,48885,3527306,2.04562,
2020-04-15,SP,Macatuba,city,1,0,False,17163,3528007,5.82649,
2020-04-15,SP,Macedônia,city,1,0,False,3698,3528205,27.04164,
2020-04-15,SP,Mairinque,city,1,0,False,47150,3528403,2.12089,
2020-04-15,SP,Mairiporã,city,9,2,False,100179,3528502,8.98392,0.2222
2020-04-15,SP,Marília,city,7,1,False,238882,3529005,2.93032,0.1429
2020-04-15,SP,Matão,city,3,0,False,83170,3529302,3.60707,
2020-04-15,SP,Mauá,city,66,2,False,472912,3529401,13.95608,0.0303
2020-04-15,SP,Mirassol,city,7,0,False,59824,3530300,11.70099,
2020-04-15,SP,Mococa,city,2,1,False,68885,3530508,2.90339,0.5
2020-04-15,SP,Mogi das Cruzes,city,80,5,False,445842,3530607,17.94358,0.0625
2020-04-15,SP,Mogi Guaçu,city,6,1,False,151888,3530706,3.95028,0.1667
2020-04-15,SP,Mogi Mirim,city,1,0,False,93189,3530805,1.07309,
2020-04-15,SP,Mongaguá,city,2,1,False,56702,3531100,3.52721,0.5
2020-04-15,SP,Monte Alto,city,5,1,False,50498,3531308,9.90138,0.2
2020-04-15,SP,Monte Mor,city,1,0,False,59772,3531803,1.67302,
2020-04-15,SP,Morro Agudo,city,2,0,False,32968,3531902,6.06649,
2020-04-15,SP,Morungaba,city,1,0,False,13622,3532009,7.34107,
2020-04-15,SP,Nhandeara,city,1,0,False,11478,3532603,8.71232,
2020-04-15,SP,Nova Odessa,city,1,1,False,60174,3533403,1.66185,1.0
2020-04-15,SP,Olímpia,city,4,0,False,54772,3533908,7.303,
2020-04-15,SP,Orlândia,city,4,0,False,44028,3534302,9.08513,
2020-04-15,SP,Osasco,city,172,16,False,698418,3534401,24.62709,0.093
2020-04-15,SP,Ourinhos,city,1,0,False,113542,3534708,0.88073,
2020-04-15,SP,Pariquera-Açu,city,2,0,False,19648,3536208,10.17915,
2020-04-15,SP,Paulínia,city,5,0,False,109424,3536505,4.56938,
2020-04-15,SP,Pederneiras,city,1,0,False,46687,3536703,2.14192,
2020-04-15,SP,Pedra Bela,city,1,0,False,6093,3536802,16.41228,
2020-04-15,SP,Penápolis,city,1,1,False,63407,3537305,1.57711,1.0
2020-04-15,SP,Peruíbe,city,4,0,False,68284,3537602,5.85789,
2020-04-15,SP,Pilar do Sul,city,3,0,False,29185,3537909,10.27925,
2020-04-15,SP,Pindamonhangaba,city,2,1,False,168328,3538006,1.18816,0.5
2020-04-15,SP,Pindorama,city,1,0,False,17049,3538105,5.86545,
2020-04-15,SP,Piracicaba,city,17,1,False,404142,3538709,4.20644,0.0588
2020-04-15,SP,Pirajuí,city,1,0,False,25492,3538907,3.9228,
2020-04-15,SP,Piratininga,city,1,0,False,13636,3539400,7.33353,
2020-04-15,SP,Poá,city,11,2,False,117452,3539806,9.36553,0.1818
2020-04-15,SP,Pontal,city,4,0,False,49961,3540200,8.00624,
2020-04-15,SP,Porto Feliz,city,1,0,False,53098,3540606,1.88331,
2020-04-15,SP,Porto Ferreira,city,2,1,False,56150,3540705,3.56189,0.5
2020-04-15,SP,Praia Grande,city,27,6,False,325073,3541000,8.30583,0.2222
2020-04-15,SP,Pratânia,city,2,0,False,5261,3541059,38.01559,
2020-04-15,SP,Presidente Prudente,city,4,2,False,228743,3541406,1.74869,0.5
2020-04-15,SP,Presidente Venceslau,city,5,2,False,39516,3541505,12.6531,0.4
2020-04-15,SP,Promissão,city,2,0,False,40432,3541604,4.94658,
2020-04-15,SP,Ribeirão Pires,city,23,0,False,123393,3543303,18.63963,
2020-04-15,SP,Ribeirão Preto,city,65,5,False,703293,3543402,9.24224,0.0769
2020-04-15,SP,Rincão,city,1,0,False,10799,3543709,9.26012,
2020-04-15,SP,Rinópolis,city,1,0,False,9981,3543808,10.01904,
2020-04-15,SP,Rio Claro,city,8,2,False,206424,3543907,3.87552,0.25
2020-04-15,SP,Rio Grande da Serra,city,7,0,False,50846,3544103,13.76706,
2020-04-15,SP,Salto,city,3,0,False,118663,3545209,2.52817,
2020-04-15,SP,Salto de Pirapora,city,2,0,False,45422,3545308,4.40315,
2020-04-15,SP,Santa Bárbara d'Oeste,city,1,0,False,193475,3545803,0.51686,
2020-04-15,SP,Santa Branca,city,2,1,False,14788,3546009,13.52448,0.5
2020-04-15,SP,Santa Cruz do Rio Pardo,city,5,0,False,47673,3546405,10.48812,
2020-04-15,SP,Santa Isabel,city,1,1,False,57386,3546801,1.74259,1.0
2020-04-15,SP,Santa Lúcia,city,1,0,False,8817,3546900,11.34173,
2020-04-15,SP,Santana de Parnaíba,city,41,0,False,139447,3547304,29.40185,
2020-04-15,SP,Santo André,city,186,6,False,718773,3547809,25.87743,0.0323
2020-04-15,SP,Santos,city,216,12,False,433311,3548500,49.84872,0.0556
2020-04-15,SP,São Bernardo do Campo,city,231,15,False,838936,3548708,27.53488,0.0649
2020-04-15,SP,São Caetano do Sul,city,85,3,False,161127,3548807,52.75342,0.0353
2020-04-15,SP,São Carlos,city,6,2,False,251983,3548906,2.38111,0.3333
2020-04-15,SP,São João da Boa Vista,city,4,0,False,91211,3549102,4.38544,
2020-04-15,SP,São José do Rio Pardo,city,1,0,False,54946,3549706,1.81997,
2020-04-15,SP,São José do Rio Preto,city,61,3,False,460671,3549805,13.24155,0.0492
2020-04-15,SP,São José dos Campos,city,113,3,False,721944,3549904,15.65218,0.0265
2020-04-15,SP,São Manuel,city,3,1,False,40954,3550100,7.32529,0.3333
2020-04-15,SP,São Miguel Arcanjo,city,2,0,False,32931,3550209,6.0733,
2020-04-15,SP,São Paulo,city,7764,558,False,12252023,3550308,63.36913,0.0719
2020-04-15,SP,São Pedro,city,1,0,False,35653,3550407,2.80481,
2020-04-15,SP,São Roque,city,5,0,False,91016,3550605,5.49354,
2020-04-15,SP,São Sebastião,city,4,1,False,88980,3550704,4.49539,0.25
2020-04-15,SP,São Vicente,city,27,0,False,365798,3551009,7.38112,
2020-04-15,SP,Sertãozinho,city,6,0,False,125815,3551702,4.76891,
2020-04-15,SP,Sorocaba,city,29,3,False,679378,3552205,4.26861,0.1034
2020-04-15,SP,Sumaré,city,3,0,False,282441,3552403,1.06217,
2020-04-15,SP,Suzano,city,44,6,False,297637,3552502,14.78311,0.1364
2020-04-15,SP,Taboão da Serra,city,92,5,False,289664,3552809,31.76094,0.0543
2020-04-15,SP,Tanabi,city,1,0,False,25967,3553401,3.85104,
2020-04-15,SP,Tatuí,city,6,0,False,121766,3554003,4.92748,
2020-04-15,SP,Taubaté,city,8,0,False,314924,3554102,2.5403,
2020-04-15,SP,Terra Roxa,city,1,0,False,9370,3554409,10.67236,
2020-04-15,SP,Tupã,city,1,0,False,65524,3555000,1.52616,
2020-04-15,SP,Ubatuba,city,2,0,False,90799,3555406,2.20267,
2020-04-15,SP,Valinhos,city,7,1,False,129193,3556206,5.41825,0.1429
2020-04-15,SP,Vargem Grande Paulista,city,5,3,False,52597,3556453,9.50625,0.6
2020-04-15,SP,Várzea Paulista,city,1,0,False,121838,3556503,0.82076,
2020-04-15,SP,Vinhedo,city,8,0,False,78728,3556701,10.16157,
2020-04-15,SP,Votorantim,city,3,0,False,122480,3557006,2.44938,
2020-04-15,SP,Votuporanga,city,6,0,False,94547,3557105,6.34605,
2020-04-14,SP,Adamantina,city,1,0,False,35068,3500105,2.8516,
2020-04-14,SP,Águas de Lindóia,city,1,1,False,18705,3500501,5.34616,1.0
2020-04-14,SP,Águas de São Pedro,city,1,0,False,3451,3500600,28.97711,
2020-04-14,SP,Agudos,city,2,1,False,37214,3500709,5.37432,0.5
2020-04-14,SP,Americana,city,4,2,False,239597,3501608,1.66947,0.5
2020-04-14,SP,Américo Brasiliense,city,2,0,False,40504,3501707,4.93778,
2020-04-14,SP,Amparo,city,2,0,False,72195,3501905,2.77027,
2020-04-14,SP,Araçariguama,city,1,0,False,22364,3502754,4.47147,
2020-04-14,SP,Araçatuba,city,15,0,False,197016,3502804,7.61359,
2020-04-14,SP,Araçoiaba da Serra,city,1,0,False,34146,3502903,2.9286,
2020-04-14,SP,Araraquara,city,11,2,False,236072,3503208,4.6596,0.1818
2020-04-14,SP,Araras,city,3,0,False,134236,3503307,2.23487,
2020-04-14,SP,Artur Nogueira,city,1,0,False,54408,3503802,1.83797,
2020-04-14,SP,Arujá,city,15,1,False,89824,3503901,16.69932,0.0667
2020-04-14,SP,Assis,city,4,1,False,104386,3504008,3.83193,0.25
2020-04-14,SP,Atibaia,city,13,0,False,142761,3504107,9.10613,
2020-04-14,SP,Avaré,city,3,1,False,90655,3504503,3.30925,0.3333
2020-04-14,SP,Bady Bassitt,city,2,0,False,17502,3504602,11.42727,
2020-04-14,SP,Bariri,city,1,0,False,35264,3505203,2.83575,
2020-04-14,SP,Barra do Turvo,city,1,0,False,7659,3505401,13.05653,
2020-04-14,SP,Barretos,city,5,0,False,122098,3505500,4.09507,
2020-04-14,SP,Barueri,city,51,4,False,274182,3505708,18.60078,0.0784
2020-04-14,SP,Batatais,city,1,0,False,62508,3505906,1.5998,
2020-04-14,SP,Bauru,city,13,1,False,376818,3506003,3.44994,0.0769
2020-04-14,SP,Bebedouro,city,1,0,False,77496,3506102,1.29039,
2020-04-14,SP,Birigui,city,5,0,False,123638,3506508,4.04406,
2020-04-14,SP,Boituva,city,4,0,False,60997,3507001,6.5577,
2020-04-14,SP,Botucatu,city,23,2,False,146497,3507506,15.69998,0.087
2020-04-14,SP,Bragança Paulista,city,28,5,False,168668,3507605,16.60066,0.1786
2020-04-14,SP,Brodowski,city,3,0,False,24939,3507803,12.02935,
2020-04-14,SP,Caçapava,city,4,0,False,94263,3508504,4.24345,
2020-04-14,SP,Cachoeira Paulista,city,1,0,False,33327,3508603,3.00057,
2020-04-14,SP,Caiabu,city,1,1,False,4191,3508900,23.86065,1.0
2020-04-14,SP,Caieiras,city,36,6,False,101470,3509007,35.47847,0.1667
2020-04-14,SP,Cajamar,city,5,1,False,76801,3509205,6.51033,0.2
2020-04-14,SP,Cajuru,city,1,0,False,26167,3509403,3.82161,
2020-04-14,SP,Campinas,city,112,5,False,1204073,3509502,9.30176,0.0446
2020-04-14,SP,Campos do Jordão,city,1,0,False,52088,3509700,1.91983,
2020-04-14,SP,Caraguatatuba,city,2,1,False,121532,3510500,1.64566,0.5
2020-04-14,SP,Carapicuíba,city,36,2,False,400927,3510609,8.97919,0.0556
2020-04-14,SP,Catanduva,city,6,2,False,121862,3511102,4.9236,0.3333
2020-04-14,SP,Cedral,city,1,0,False,9237,3511300,10.82603,
2020-04-14,SP,Conchas,city,1,0,False,17896,3512308,5.58784,
2020-04-14,SP,Cotia,city,64,4,False,249210,3513009,25.68115,0.0625
2020-04-14,SP,Cravinhos,city,5,1,False,35292,3513108,14.16752,0.2
2020-04-14,SP,Cubatão,city,3,0,False,130705,3513504,2.29525,
2020-04-14,SP,Diadema,city,71,2,False,423884,3513801,16.74987,0.0282
2020-04-14,SP,Dracena,city,1,1,False,46793,3514403,2.13707,1.0
2020-04-14,SP,Eldorado,city,1,1,False,15494,3514809,6.45411,1.0
2020-04-14,SP,Embu das Artes,city,37,2,False,273726,3515004,13.51717,0.0541
2020-04-14,SP,Embu-Guaçu,city,4,0,False,69385,3515103,5.76493,
2020-04-14,SP,Estiva Gerbi,city,1,0,False,11304,3557303,8.84643,
2020-04-14,SP,Ferraz de Vasconcelos,city,35,1,False,194276,3515707,18.01561,0.0286
2020-04-14,SP,Franca,city,3,1,False,353187,3516200,0.84941,0.3333
2020-04-14,SP,Francisco Morato,city,14,1,False,175844,3516309,7.9616,0.0714
2020-04-14,SP,Franco da Rocha,city,22,2,False,154489,3516408,14.2405,0.0909
2020-04-14,SP,Garça,city,2,0,False,44390,3516705,4.50552,
2020-04-14,SP,Guararapes,city,3,0,False,32939,3518206,9.10774,
2020-04-14,SP,Guararema,city,1,0,False,29798,3518305,3.35593,
2020-04-14,SP,Guaratinguetá,city,1,0,False,121798,3518404,0.82103,
2020-04-14,SP,Guarujá,city,12,0,False,320459,3518701,3.74463,
2020-04-14,SP,Guarulhos,city,214,19,False,1379182,3518800,15.51644,0.0888
2020-04-14,SP,Hortolândia,city,2,0,False,230851,3519071,0.86636,
2020-04-14,SP,Ibirá,city,1,0,False,12393,3519402,8.06907,
2020-04-14,SP,Ibiúna,city,1,0,False,78878,3519709,1.26778,
2020-04-14,SP,Igaratá,city,1,0,False,9534,3520202,10.48878,
2020-04-14,SP,Ilhabela,city,1,0,False,34970,3520400,2.85959,
2020-04-14,SP,Ilha Comprida,city,9,0,False,11166,3520426,80.60183,
2020-04-14,SP,Importados/Indefinidos,city,91,0,False,,,,
2020-04-14,SP,Indaiatuba,city,4,0,False,251627,3520509,1.58965,
2020-04-14,SP,Iracemápolis,city,1,0,False,24235,3521408,4.12626,
2020-04-14,SP,Itanhaém,city,2,0,False,101816,3522109,1.96433,
2020-04-14,SP,Itapecerica da Serra,city,27,1,False,175693,3522208,15.36772,0.037
2020-04-14,SP,Itapetininga,city,4,1,False,163901,3522307,2.4405,0.25
2020-04-14,SP,Itapeva,city,1,0,False,94354,3522406,1.05984,
2020-04-14,SP,Itapevi,city,19,4,False,237700,3522505,7.99327,0.2105
2020-04-14,SP,Itapira,city,1,0,False,74773,3522604,1.33738,
2020-04-14,SP,Itaquaquecetuba,city,28,0,False,370821,3523107,7.55081,
2020-04-14,SP,Itararé,city,1,0,False,50503,3523206,1.98008,
2020-04-14,SP,Itatiba,city,1,1,False,120858,3523404,0.82742,1.0
2020-04-14,SP,Itatinga,city,1,0,False,20697,3523503,4.83162,
2020-04-14,SP,Itu,city,3,0,False,173939,3523909,1.72474,
2020-04-14,SP,Itupeva,city,1,0,False,61252,3524006,1.6326,
2020-04-14,SP,Jaboticabal,city,7,2,False,77263,3524303,9.05996,0.2857
2020-04-14,SP,Jacareí,city,2,0,False,233662,3524402,0.85594,
2020-04-14,SP,Jaci,city,1,0,False,7067,3524501,14.15028,
2020-04-14,SP,Jaguariúna,city,1,0,False,57488,3524709,1.73949,
2020-04-14,SP,Jales,city,1,0,False,49107,3524808,2.03637,
2020-04-14,SP,Jandira,city,5,0,False,124937,3525003,4.00202,
2020-04-14,SP,Jardinópolis,city,2,0,False,44380,3525102,4.50653,
2020-04-14,SP,Jaú,city,1,0,False,150252,3525300,0.66555,
2020-04-14,SP,Joanópolis,city,1,0,False,13220,3525508,7.5643,
2020-04-14,SP,José Bonifácio,city,2,0,False,37015,3525706,5.40321,
2020-04-14,SP,Jundiaí,city,14,1,False,418962,3525904,3.34159,0.0714
2020-04-14,SP,Laranjal Paulista,city,2,2,False,28516,3526407,7.01361,1.0
2020-04-14,SP,Leme,city,1,1,False,103391,3526704,0.9672,1.0
2020-04-14,SP,Lençóis Paulista,city,3,0,False,68432,3526803,4.38391,
2020-04-14,SP,Limeira,city,6,0,False,306114,3526902,1.96005,
2020-04-14,SP,Lins,city,1,1,False,78013,3527108,1.28184,1.0
2020-04-14,SP,Louveira,city,1,0,False,48885,3527306,2.04562,
2020-04-14,SP,Macatuba,city,1,0,False,17163,3528007,5.82649,
2020-04-14,SP,Mairinque,city,1,0,False,47150,3528403,2.12089,
2020-04-14,SP,Mairiporã,city,7,2,False,100179,3528502,6.98749,0.2857
2020-04-14,SP,Marília,city,4,0,False,238882,3529005,1.67447,
2020-04-14,SP,Matão,city,3,0,False,83170,3529302,3.60707,
2020-04-14,SP,Mauá,city,52,1,False,472912,3529401,10.9957,0.0192
2020-04-14,SP,Mirassol,city,5,0,False,59824,3530300,8.35785,
2020-04-14,SP,Mococa,city,2,1,False,68885,3530508,2.90339,0.5
2020-04-14,SP,Mogi das Cruzes,city,65,5,False,445842,3530607,14.57916,0.0769
2020-04-14,SP,Mogi Guaçu,city,6,1,False,151888,3530706,3.95028,0.1667
2020-04-14,SP,Mongaguá,city,1,0,False,56702,3531100,1.76361,
2020-04-14,SP,Monte Alto,city,3,1,False,50498,3531308,5.94083,0.3333
2020-04-14,SP,Nhandeara,city,1,0,False,11478,3532603,8.71232,
2020-04-14,SP,Nova Odessa,city,1,1,False,60174,3533403,1.66185,1.0
2020-04-14,SP,Olímpia,city,3,0,False,54772,3533908,5.47725,
2020-04-14,SP,Orlândia,city,2,0,False,44028,3534302,4.54256,
2020-04-14,SP,Osasco,city,144,13,False,698418,3534401,20.61803,0.0903
2020-04-14,SP,Ourinhos,city,1,0,False,113542,3534708,0.88073,
2020-04-14,SP,Pariquera-Açu,city,2,0,False,19648,3536208,10.17915,
2020-04-14,SP,Paulínia,city,5,0,False,109424,3536505,4.56938,
2020-04-14,SP,Pedra Bela,city,1,0,False,6093,3536802,16.41228,
2020-04-14,SP,Penápolis,city,1,1,False,63407,3537305,1.57711,1.0
2020-04-14,SP,Peruíbe,city,4,0,False,68284,3537602,5.85789,
2020-04-14,SP,Pilar do Sul,city,1,0,False,29185,3537909,3.42642,
2020-04-14,SP,Pindamonhangaba,city,2,1,False,168328,3538006,1.18816,0.5
2020-04-14,SP,Pindorama,city,1,0,False,17049,3538105,5.86545,
2020-04-14,SP,Piracicaba,city,16,1,False,404142,3538709,3.959,0.0625
2020-04-14,SP,Pirajuí,city,1,0,False,25492,3538907,3.9228,
2020-04-14,SP,Poá,city,9,1,False,117452,3539806,7.6627,0.1111
2020-04-14,SP,Pontal,city,2,0,False,49961,3540200,4.00312,
2020-04-14,SP,Porto Feliz,city,1,0,False,53098,3540606,1.88331,
2020-04-14,SP,Porto Ferreira,city,2,1,False,56150,3540705,3.56189,0.5
2020-04-14,SP,Praia Grande,city,18,3,False,325073,3541000,5.53722,0.1667
2020-04-14,SP,Presidente Prudente,city,4,2,False,228743,3541406,1.74869,0.5
2020-04-14,SP,Presidente Venceslau,city,4,2,False,39516,3541505,10.12248,0.5
2020-04-14,SP,Promissão,city,1,0,False,40432,3541604,2.47329,
2020-04-14,SP,Ribeirão Pires,city,17,0,False,123393,3543303,13.77712,
2020-04-14,SP,Ribeirão Preto,city,53,4,False,703293,3543402,7.53598,0.0755
2020-04-14,SP,Rincão,city,1,0,False,10799,3543709,9.26012,
2020-04-14,SP,Rio Claro,city,6,2,False,206424,3543907,2.90664,0.3333
2020-04-14,SP,Rio Grande da Serra,city,5,0,False,50846,3544103,9.83362,
2020-04-14,SP,Salto,city,3,0,False,118663,3545209,2.52817,
2020-04-14,SP,Salto de Pirapora,city,2,0,False,45422,3545308,4.40315,
2020-04-14,SP,Santa Bárbara d'Oeste,city,1,0,False,193475,3545803,0.51686,
2020-04-14,SP,Santa Branca,city,2,1,False,14788,3546009,13.52448,0.5
2020-04-14,SP,Santa Cruz do Rio Pardo,city,5,0,False,47673,3546405,10.48812,
2020-04-14,SP,Santa Isabel,city,1,1,False,57386,3546801,1.74259,1.0
2020-04-14,SP,Santa Lúcia,city,1,0,False,8817,3546900,11.34173,
2020-04-14,SP,Santana de Parnaíba,city,34,0,False,139447,3547304,24.38202,
2020-04-14,SP,Santo André,city,160,4,False,718773,3547809,22.26016,0.025
2020-04-14,SP,Santos,city,171,6,False,433311,3548500,39.46357,0.0351
2020-04-14,SP,São Bernardo do Campo,city,201,11,False,838936,3548708,23.95892,0.0547
2020-04-14,SP,São Caetano do Sul,city,77,3,False,161127,3548807,47.78839,0.039
2020-04-14,SP,São Carlos,city,6,2,False,251983,3548906,2.38111,0.3333
2020-04-14,SP,São João da Boa Vista,city,3,0,False,91211,3549102,3.28908,
2020-04-14,SP,São José do Rio Pardo,city,1,0,False,54946,3549706,1.81997,
2020-04-14,SP,São José do Rio Preto,city,56,3,False,460671,3549805,12.15618,0.0536
2020-04-14,SP,São José dos Campos,city,90,2,False,721944,3549904,12.46634,0.0222
2020-04-14,SP,São Manuel,city,3,1,False,40954,3550100,7.32529,0.3333
2020-04-14,SP,São Miguel Arcanjo,city,2,0,False,32931,3550209,6.0733,
2020-04-14,SP,São Paulo,city,6705,512,False,12252023,3550308,54.72566,0.0764
2020-04-14,SP,São Pedro,city,1,0,False,35653,3550407,2.80481,
2020-04-14,SP,São Roque,city,4,0,False,91016,3550605,4.39483,
2020-04-14,SP,São Sebastião,city,4,1,False,88980,3550704,4.49539,0.25
2020-04-14,SP,São Vicente,city,16,0,False,365798,3551009,4.374,
2020-04-14,SP,Sertãozinho,city,2,0,False,125815,3551702,1.58964,
2020-04-14,SP,Sorocaba,city,25,2,False,679378,3552205,3.67984,0.08
2020-04-14,SP,Sumaré,city,3,0,False,282441,3552403,1.06217,
2020-04-14,SP,Suzano,city,38,6,False,297637,3552502,12.76723,0.1579
2020-04-14,SP,Taboão da Serra,city,78,5,False,289664,3552809,26.92775,0.0641
2020-04-14,SP,Tanabi,city,1,0,False,25967,3553401,3.85104,
2020-04-14,SP,Tatuí,city,5,0,False,121766,3554003,4.10624,
2020-04-14,SP,Taubaté,city,8,0,False,314924,3554102,2.5403,
2020-04-14,SP,Terra Roxa,city,1,0,False,9370,3554409,10.67236,
2020-04-14,SP,Tupã,city,1,0,False,65524,3555000,1.52616,
2020-04-14,SP,Ubatuba,city,1,0,False,90799,3555406,1.10133,
2020-04-14,SP,Valinhos,city,6,1,False,129193,3556206,4.64421,0.1667
2020-04-14,SP,Vargem Grande Paulista,city,5,3,False,52597,3556453,9.50625,0.6
2020-04-14,SP,Várzea Paulista,city,1,0,False,121838,3556503,0.82076,
2020-04-14,SP,Vinhedo,city,9,0,False,78728,3556701,11.43177,
2020-04-14,SP,Votorantim,city,2,0,False,122480,3557006,1.63292,
2020-04-14,SP,Votuporanga,city,7,0,False,94547,3557105,7.40373,
2020-04-13,SP,Águas de Lindóia,city,1,1,False,18705,3500501,5.34616,1.0
2020-04-13,SP,Águas de São Pedro,city,1,0,False,3451,3500600,28.97711,
2020-04-13,SP,Agudos,city,2,1,False,37214,3500709,5.37432,0.5
2020-04-13,SP,Americana,city,4,2,False,239597,3501608,1.66947,0.5
2020-04-13,SP,Américo Brasiliense,city,1,0,False,40504,3501707,2.46889,
2020-04-13,SP,Amparo,city,1,0,False,72195,3501905,1.38514,
2020-04-13,SP,Araçariguama,city,1,0,False,22364,3502754,4.47147,
2020-04-13,SP,Araçatuba,city,14,0,False,197016,3502804,7.10602,
2020-04-13,SP,Araçoiaba da Serra,city,1,0,False,34146,3502903,2.9286,
2020-04-13,SP,Araraquara,city,10,1,False,236072,3503208,4.236,0.1
2020-04-13,SP,Araras,city,3,0,False,134236,3503307,2.23487,
2020-04-13,SP,Artur Nogueira,city,1,0,False,54408,3503802,1.83797,
2020-04-13,SP,Arujá,city,12,1,False,89824,3503901,13.35946,0.0833
2020-04-13,SP,Assis,city,4,1,False,104386,3504008,3.83193,0.25
2020-04-13,SP,Atibaia,city,13,0,False,142761,3504107,9.10613,
2020-04-13,SP,Avaré,city,3,0,False,90655,3504503,3.30925,
2020-04-13,SP,Bady Bassitt,city,2,0,False,17502,3504602,11.42727,
2020-04-13,SP,Barra do Turvo,city,1,0,False,7659,3505401,13.05653,
2020-04-13,SP,Barretos,city,5,0,False,122098,3505500,4.09507,
2020-04-13,SP,Barueri,city,49,2,False,274182,3505708,17.87134,0.0408
2020-04-13,SP,Batatais,city,1,0,False,62508,3505906,1.5998,
2020-04-13,SP,Bauru,city,10,1,False,376818,3506003,2.6538,0.1
2020-04-13,SP,Bebedouro,city,1,0,False,77496,3506102,1.29039,
2020-04-13,SP,Birigui,city,2,0,False,123638,3506508,1.61763,
2020-04-13,SP,Boituva,city,4,0,False,60997,3507001,6.5577,
2020-04-13,SP,Botucatu,city,16,1,False,146497,3507506,10.92173,0.0625
2020-04-13,SP,Bragança Paulista,city,28,5,False,168668,3507605,16.60066,0.1786
2020-04-13,SP,Brodowski,city,2,0,False,24939,3507803,8.01957,
2020-04-13,SP,Caçapava,city,4,0,False,94263,3508504,4.24345,
2020-04-13,SP,Cachoeira Paulista,city,1,0,False,33327,3508603,3.00057,
2020-04-13,SP,Caiabu,city,1,1,False,4191,3508900,23.86065,1.0
2020-04-13,SP,Caieiras,city,35,4,False,101470,3509007,34.49295,0.1143
2020-04-13,SP,Cajamar,city,5,1,False,76801,3509205,6.51033,0.2
2020-04-13,SP,Campinas,city,107,5,False,1204073,3509502,8.8865,0.0467
2020-04-13,SP,Campos do Jordão,city,1,0,False,52088,3509700,1.91983,
2020-04-13,SP,Caraguatatuba,city,2,1,False,121532,3510500,1.64566,0.5
2020-04-13,SP,Carapicuíba,city,33,2,False,400927,3510609,8.23092,0.0606
2020-04-13,SP,Catanduva,city,6,2,False,121862,3511102,4.9236,0.3333
2020-04-13,SP,Cedral,city,1,0,False,9237,3511300,10.82603,
2020-04-13,SP,Cotia,city,62,4,False,249210,3513009,24.87862,0.0645
2020-04-13,SP,Cravinhos,city,2,1,False,35292,3513108,5.66701,0.5
2020-04-13,SP,Cubatão,city,2,0,False,130705,3513504,1.53016,
2020-04-13,SP,Diadema,city,66,1,False,423884,3513801,15.5703,0.0152
2020-04-13,SP,Dracena,city,1,1,False,46793,3514403,2.13707,1.0
2020-04-13,SP,Eldorado,city,1,1,False,15494,3514809,6.45411,1.0
2020-04-13,SP,Embu das Artes,city,34,2,False,273726,3515004,12.42118,0.0588
2020-04-13,SP,Embu-Guaçu,city,4,0,False,69385,3515103,5.76493,
2020-04-13,SP,Estiva Gerbi,city,1,0,False,11304,3557303,8.84643,
2020-04-13,SP,Ferraz de Vasconcelos,city,34,0,False,194276,3515707,17.50088,
